24-05-10 16:54 Session started
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="Kommentar">Kommentar:</label>
                <textarea type="text" id="Kommentar" name="Kommentar"></textarea>
                <input type="submit" value="Skicka">
00:20:18 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:20:30 105:018 > r
00:20:33 105:018 > rc
00:20:33 105:019 > rco
00:20:36 105:009 > rco1

00:20:42 112:004 > c
00:20:43 112:005 > co
00:20:44 112:006 > col
00:20:44 112:007 > coli
00:20:44 112:008 > colim
00:20:45 112:008 > colimn
00:20:46 112:009 > colimnr
00:20:46 112:010 > colimnro
00:20:47 112:004 > colimnrog
00:20:48 112:005 > colimnrogr
00:20:48 112:006 > colimnrogri
00:20:48 112:007 > colimnrogrid
00:20:48 112:008 > colimnrogridc
00:20:49 112:009 > colimnrogridco
00:20:49 112:004 > grid-column: ;
00:20:50 112:017 > 1

00:20:54 115:003 > g
00:20:54 115:004 > gr
00:20:55 115:005 > gru
00:20:55 115:006 > grud
00:20:56 115:005 > grudi
00:20:56 115:006 > grudid
00:20:57 115:007 > grudidc
00:20:57 115:008 > grudidco
00:20:57 115:003 > grid-column: ;
00:20:58 115:016 > 2
00:21:11 107:000 > justify-content: center; /* Center horizontally */
00:21:17 107:000 > justify-content: center; /* Center horizontally */
00:21:21 107:000 > justify-content: center; /* Center horizontally */
00:21:30 106:000 > align-items: center; /* Center vertically */}

00:21:38 104:027 > 1
00:21:38 104:028 > 1f
00:21:39 104:029 > 1fr
00:21:39 104:027 > 1fr
00:21:44 104:027 > a
00:21:45 104:027 > auto

00:22:01 113:003 > h
00:22:01 113:004 > he
00:22:01 113:005 > hei
00:22:01 113:003 > height: ;
00:22:03 113:011 > 1
00:22:03 113:012 > 1+
00:22:04 113:012 > 1+0
00:22:04 113:013 > 1+0p
00:22:04 113:014 > 1+0px
00:22:04 113:011 > 10px
00:22:20 113:011 > 3
00:22:20 113:012 > 30
00:22:21 113:013 > 30p
00:22:21 113:014 > 30px

00:22:27 114:003 > w
00:22:27 114:004 > wi
00:22:27 114:005 > wid
00:22:28 114:003 > width: ;
00:22:30 114:010 > 5
00:22:30 114:011 > 50
00:22:30 114:012 > 50p
00:22:30 114:013 > 50px
00:22:31 114:010 > 50px
00:22:38 114:010 > 3
00:22:38 114:011 > 30
00:22:38 114:012 > 300
00:22:42 114:010 > 3002
00:22:42 114:011 > 30025
00:22:43 114:012 > 300250

00:22:58 106:004 > j
00:22:58 106:005 > ji
00:22:58 106:006 > jis
00:22:59 106:007 > jist
00:23:00 106:008 > jisto
00:23:00 106:009 > jistof

00:23:04 105:015 > j

00:23:05 106:004 > j
00:23:05 106:005 > ju
00:23:05 106:006 > jus
00:23:06 106:004 > justify-content: ;
00:23:06 106:021 > c
00:23:07 106:022 > ce
00:23:07 106:021 > center
00:23:10 106:004 > s
00:23:11 106:004 > sa
00:23:11 106:005 > sak
00:23:11 106:006 > sakg
00:23:12 106:005 > sakgl
00:23:13 106:006 > sakgli
00:23:13 106:004 > align-items:
00:23:14 106:017 > c
00:23:14 106:018 > ce
00:23:14 106:017 > center
00:23:19 106:004 > a
00:23:19 106:005 > al
00:23:19 106:006 > alg
00:23:19 106:007 > algi
00:23:19 106:008 > algis
00:23:20 106:004 > align-self: ;
00:23:20 106:016 > auto
00:23:21 106:016 > c
00:23:21 106:017 > ce
00:23:21 106:016 > center

00:24:17 105:004 > g
00:24:17 105:005 > ga
00:24:17 105:004 > grid-area: ;
00:24:19 105:005 > a
00:24:20 105:006 > ap
00:24:20 105:004 > gap:
00:24:20 105:009 > 1
00:24:21 105:010 > 10
00:24:22 105:009 > 105
00:24:22 105:010 > 105p
00:24:22 105:011 > 105px
00:24:28 105:009 > 105px1
00:24:28 105:010 > 105px10

00:26:13 106:004 > j
00:26:13 106:005 > ju
00:26:13 106:006 > jus
00:26:14 106:004 > justify-content: ;
00:26:15 106:021 > c
00:26:15 106:022 > ce
00:26:15 106:021 > center
00:26:40 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------

00:26:45 036:028 > k

00:26:47 037:042 > k
00:26:48 037:059 > kk
00:27:04 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:27:05 120:004 > a
00:27:05 120:005 > al
00:27:06 120:004 > align-items: ;
00:27:07 120:017 > c
00:27:07 120:018 > ce
00:27:07 120:017 > center
00:27:09 120:017 > ce
00:27:09 120:004 > al
00:27:11 120:004 > j
00:27:11 120:005 > js
00:27:12 120:005 > jsu
00:27:12 120:004 > justify-self: unset;
00:27:14 120:018 > c
00:27:14 120:019 > ce
00:27:14 120:018 > center
00:27:15 120:024 > ;
00:27:18 120:004 > ;j
00:27:19 120:005 > ;ju
00:27:19 120:006 > ;jus
00:27:19 120:007 > ;just
00:27:19 120:004 > justify-content: ;
00:27:20 120:021 > c
00:27:20 120:022 > ce
00:27:20 120:021 > center
00:27:24 120:004 > a
00:27:24 120:005 > al
00:27:24 120:006 > alg
00:27:25 120:007 > algi
00:27:25 120:004 > align-items: ;
00:27:26 120:017 > c
00:27:26 120:018 > ce
00:27:26 120:017 > center
00:27:32 120:004 > m
00:27:33 120:005 > ma
00:27:33 120:006 > mar
00:27:33 120:007 > marg
00:27:34 120:004 > margin: ;
00:27:36 120:012 > a
00:27:37 120:012 > auto
00:27:37 120:017 >  0
00:27:38 120:019 >  0 a
00:27:38 120:019 > auto
00:27:39 120:024 >  0

00:30:55 104:004 > w
00:30:56 104:004 > width: ;
00:30:57 104:011 > 5
00:30:57 104:012 > 50
00:30:57 104:013 > 500
00:30:57 104:014 > 500p
00:30:57 104:015 > 500px
00:30:58 104:011 > 500px

00:31:05 105:004 > j
00:31:05 105:005 > ju
00:31:05 105:006 > jus
00:31:05 105:004 > justify-content: ;
00:31:06 105:021 > baseline
00:31:07 105:021 > c
00:31:07 105:022 > ce
00:31:07 105:021 > center
00:31:12 105:004 > m
00:31:12 105:005 > ma
00:31:12 105:006 > mar
00:31:12 105:007 > marg
00:31:13 105:004 > margin: ;
00:31:14 105:012 > auto
00:31:15 105:017 >  0
00:31:16 105:019 >  0 a
00:31:16 105:019 > auto
00:31:17 105:024 >  0
00:31:25 105:010 >  0l
00:31:25 105:011 >  0le
00:31:25 105:004 > margin-left:
00:31:26 105:017 > a
00:31:26 105:017 > auto

00:31:30 106:004 > m
00:31:30 106:005 > ma
00:31:30 106:006 > mar
00:31:31 106:007 > marr
00:31:31 106:004 > margin-right: ;
00:31:32 106:018 > auto

00:31:37 105:004 > m
00:31:37 105:005 > ma
00:31:37 105:006 > mar
00:31:37 105:007 > marg
00:31:38 105:004 > margin: ;
00:31:38 105:012 > 0
00:31:41 105:012 > 0a
00:31:41 105:012 > auto
00:31:44 105:017 >  0
00:31:46 105:019 >  0 a
00:31:47 105:019 > auto
00:31:47 105:024 >  0
00:32:47 105:012 >  00
00:32:48 105:014 >  00 a
00:32:48 105:014 > auto
00:32:49 105:019 >  0
00:32:50 105:021 >  0 a
00:32:50 105:021 > auto

00:33:24 103:004 > w
00:33:24 103:005 > wi
00:33:24 103:006 > wid
00:33:24 103:004 > width: ;
00:33:29 103:011 > 3
00:33:30 103:012 > 30
00:33:30 103:013 > 30%
00:33:31 103:011 > 30%

00:34:26 113:004 > p
00:34:27 113:005 > pa
00:34:27 113:006 > pad
00:34:27 113:004 > pad: ;
00:34:28 113:007 > a
00:34:28 113:008 > ad
00:34:29 113:007 > add
00:34:29 113:004 > padding:
00:34:30 113:013 > 0

00:35:52 122:004 > m
00:35:52 122:005 > ma
00:35:53 122:006 > mar
00:35:53 122:007 > mart
00:35:57 122:006 > marta
00:35:57 122:006 > martar
00:35:58 122:007 > martarg
00:35:58 122:008 > martargi
00:35:59 122:004 > margin: ;
00:36:02 122:012 > 0
00:36:02 122:014 > 0 a
00:36:03 122:014 > auto
00:36:03 122:019 >  0
00:36:04 122:021 >  0 a
00:36:04 122:021 > auto
00:36:40 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------

00:37:06 029:032 > f
00:37:06 029:033 > fO
00:37:06 029:034 > fOR
00:37:07 029:032 > fORF
00:37:08 029:032 > fORFf
00:37:08 029:033 > fORFfo
00:37:08 029:034 > fORFfor
00:37:09 029:035 > fORFform
00:37:09 029:036 > fORFformu
00:37:10 029:037 > fORFformul
00:37:10 029:038 > fORFformulä
00:37:11 029:038 > fORFformulää
00:37:11 029:039 > fORFformuläär
00:37:11 029:040 > fORFformulääre
00:37:12 029:041 > fORFformulääret
00:37:12 029:043 > fORFformulääret n
00:37:12 029:044 > fORFformulääret ne
00:37:12 029:045 > fORFformulääret ned
00:37:13 029:046 > fORFformulääret neda
00:37:13 029:047 > fORFformulääret nedan
00:37:19 028:012 > <h1>Fyll i dina formuläret nedan</h1>

00:37:23 028:012 > d
00:37:23 028:013 > di
00:37:23 028:014 > div
00:37:23 028:012 > <div></div>
00:37:59 028:012 > k
00:38:00 028:013 > ko
00:38:00 028:014 > kon
00:38:00 028:015 > kont
00:38:02 028:012 > kont.
00:38:03 028:013 > kont.k
00:38:03 028:014 > kont.ko
00:38:03 028:015 > kont.kon
00:38:03 028:016 > kont.kont
00:38:04 028:017 > kont.konta
00:38:04 028:018 > kont.kontak
00:38:04 028:019 > kont.kontakt
00:38:04 028:020 > kont.kontakta
00:38:05 028:021 > kont.kontakta-
00:38:05 028:022 > kont.kontakta-o
00:38:06 028:023 > kont.kontakta-os
00:38:06 028:024 > kont.kontakta-oss
00:38:06 028:025 > kont.kontakta-oss-
00:38:07 028:026 > kont.kontakta-oss-k
00:38:07 028:027 > kont.kontakta-oss-ko
00:38:07 028:028 > kont.kontakta-oss-kon
00:38:08 028:029 > kont.kontakta-oss-kont
00:38:08 028:030 > kont.kontakta-oss-konta
00:38:08 028:031 > kont.kontakta-oss-kontai
00:38:08 028:032 > kont.kontakta-oss-kontain
00:38:08 028:033 > kont.kontakta-oss-kontaine
00:38:08 028:034 > kont.kontakta-oss-kontainer
00:38:13 028:025 > kont.kontakta-oss-kontainer-
00:38:16 028:035 > {}
00:38:19 028:012 > .
00:38:20 028:012 > <div class=""></div>
00:38:26 028:024 > kontakta-oss-kontainer
00:38:32 029:000 > <h1>Fyll i dina formuläret nedan</h1>
            <form class="kontakta-oss-formulär" action="/action_page.php">
                <label for="fname">Förnamn:</label>
                <input type="text" id="fname" name="fname"><br><br>
                <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="kommentar">Kommentar:</label>
                <textarea type="text" id="kommentar" name="kommentar"></textarea>
                <input type="submit" value="Skicka">
              </form>
00:38:48 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:39:22 114:000 > .
00:39:22 114:001 > .k
00:39:22 114:002 > .ko
00:39:23 114:000 > .kontainer
00:39:24 114:011 >  m
00:39:24 114:012 >  ma
00:39:24 114:013 >  mai
00:39:24 114:011 > main
00:39:25 114:016 >  k
00:39:25 114:016 >  k.
00:39:26 114:017 >  k.k
00:39:26 114:018 >  k.ko
00:39:27 114:019 >  k.koa
00:39:28 114:020 >  k.koat
00:39:30 114:016 > .kontakta-oss-kontainer
00:39:31 114:040 >  h
00:39:31 114:041 >  h1
00:39:32 114:040 > h1
00:39:32 114:042 > {}

00:39:37 115:004 > p
00:39:37 115:005 > pa
00:39:37 115:006 > pad
00:39:38 115:007 > padd
00:39:38 115:004 > padding: ;
00:39:40 115:013 > 2
00:39:40 115:014 > 20
00:39:40 115:015 > 20p
00:39:40 115:016 > 20px
00:39:41 115:013 > 20px

00:39:45 116:004 > b
00:39:45 116:005 > bo
00:39:45 116:006 > bor
00:39:45 116:007 > bord
00:39:46 116:004 > border: ;
00:39:46 116:012 > 2
00:39:47 116:013 > 20
00:39:51 116:012 > 20 s
00:39:51 116:013 > 20 so
00:39:51 116:014 > 20 sol
00:39:51 116:012 > solid
00:39:53 116:018 >  2
00:39:53 116:018 >  23
00:39:54 116:019 >  23p
00:39:54 116:020 >  23px
00:40:01 116:004 >  23pxd
00:40:02 116:005 >  23pxdi
00:40:02 116:006 >  23pxdis
00:40:02 116:004 > display: ;
00:40:03 116:013 > block
00:40:06 116:013 > i
00:40:06 116:014 > in
00:40:07 116:013 > inline
00:40:08 116:019 > -
00:40:09 116:020 > -b
00:40:09 116:013 > inline-block
00:40:15 116:004 > m
00:40:15 116:005 > ma
00:40:15 116:006 > mar
00:40:15 116:007 > marg
00:40:16 116:008 > margt
00:40:16 116:004 > margin-top: ;
00:40:17 116:016 > 2
00:40:17 116:017 > 20
00:40:18 116:018 > 20p
00:40:18 116:019 > 20px
00:40:18 116:016 > 20px
00:40:26 116:004 > m
00:40:27 116:005 > ma
00:40:27 116:006 > mar
00:40:27 116:007 > marg
00:40:28 116:004 > margin: ;
00:40:32 116:012 > 2
00:40:32 116:013 > 20
00:40:32 116:014 > 20p
00:40:33 116:015 > 20px
00:40:41 116:017 > 20px 2
00:40:41 116:018 > 20px 20
00:40:45 116:019 > 20px 20p
00:40:45 116:020 > 20px 20px
00:40:49 116:017 > 20px
00:40:59 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:41:16 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:41:16 128:018 > +
00:41:17 128:019 > +1
00:41:17 128:020 > +10
00:41:21 128:014 > +10c
00:41:21 128:015 > +10ca
00:41:21 128:016 > +10cal
00:41:21 128:014 > calc()
00:41:23 128:019 > a
00:41:23 128:020 > au
00:41:24 128:019 > auto
00:41:24 128:023 > +
00:41:25 128:024 > +1
00:41:25 128:025 > +10
00:41:30 128:024 > +102
00:41:30 128:025 > +1020
00:41:33 128:024 > +10203
00:41:33 128:025 > +102030
00:41:35 128:023 > +102030.
00:41:36 128:023 > +102030.,
00:41:37 128:023 > +102030.,,
00:41:37 128:024 > +102030.,,2
00:41:37 128:025 > +102030.,,20
00:41:39 128:024 > +102030.,,20+
00:41:40 128:025 > +102030.,,20+,
00:41:40 128:026 > +102030.,,20+,2
00:41:40 128:027 > +102030.,,20+,20
00:41:44 128:024 > +102030.,,20+,202
00:41:44 128:025 > +102030.,,20+,202+
00:41:45 128:025 > +102030.,,20+,202+0
00:41:47 128:023 > +102030.,,20+,202+0*
00:41:48 128:024 > +102030.,,20+,202+0*2
00:41:52 128:014 > +102030.,,20+,202+0*2a
00:41:52 128:014 > auto
00:42:16 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:42:19 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:42:21 125:000 > .kontainer main .kontakta-oss-formulär input{
   grid-column: 2;
   height: 30px;
   width: 250px;
}

00:42:24 125:039 > t
00:42:24 125:040 > te
00:42:24 125:041 > tex
00:42:25 125:039 > textarea

00:42:35 127:012 > 2
00:42:35 127:013 > 25
00:42:35 127:014 > 250
00:42:36 127:015 > 250x
00:42:36 127:016 > 250xå
00:42:37 127:015 > 250xåp
00:42:37 127:016 > 250xåpx
00:42:38 127:012 > 250px

00:49:41 111:000 > .
00:49:42 111:001 > .m
00:49:42 111:001 > .mk
00:49:42 111:002 > .mko
00:49:43 111:000 > .kontainer
00:49:43 111:011 >  m
00:49:43 111:012 >  ma
00:49:43 111:013 >  mao
00:49:44 111:014 >  maon
00:49:44 111:011 > main
00:49:46 111:015 > {}

00:49:47 112:004 > m
00:49:47 112:005 > ma
00:49:47 112:006 > ma4
00:49:47 112:007 > ma4r
00:49:48 112:005 > ma4ra
00:49:49 112:006 > ma4rar
00:49:49 112:007 > ma4rarg
00:49:50 112:008 > ma4rargt
00:49:52 112:004 > margin: ;
00:49:52 112:012 > 9
00:49:53 112:012 > 90
00:49:58 112:012 > 904
00:49:58 112:013 > 9040
00:49:59 112:012 > 90402
00:49:59 112:013 > 904020
00:50:00 112:014 > 904020p
00:50:00 112:015 > 904020px
00:50:03 112:012 > 904020px0
00:50:06 112:014 > 904020px0 0
00:50:07 112:016 > 904020px0 0 0
00:50:08 112:018 > 904020px0 0 0 2
00:50:12 112:014 > 904020px0 0 0 2 0
00:50:13 112:016 > 904020px0 0 0 2 0 2
00:50:14 112:017 > 904020px0 0 0 2 0 20
00:50:14 112:018 > 904020px0 0 0 2 0 20x
00:50:14 112:019 > 904020px0 0 0 2 0 20xp
00:50:15 112:018 > 904020px0 0 0 2 0 20xpp
00:50:15 112:019 > 904020px0 0 0 2 0 20xppx
00:50:15 112:021 > 904020px0 0 0 2 0 20xppx 0
00:50:23 112:016 > 904020px0 0 0 2 0 20xppx 04
00:50:25 112:017 > 904020px0 0 0 2 0 20xppx 040
00:50:42 112:003 > margin: 0 0 40px 0;
00:50:46 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:50:48 039:020 > <textarea type="text" id="kommentar" name="kommentar"></textarea>
                    <input type="submit" value="Skicka">
00:51:22 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:51:27 223:004 > .kontainer main{
    margin: 0 0 40px 0;
}

00:59:35 134:004 > r
00:59:35 134:005 > re
00:59:36 134:006 > res
00:59:37 134:004 > resize: ;
00:59:38 134:012 > n
00:59:38 134:012 > none
00:59:50 134:017 > a
00:59:50 134:018 > aw
00:59:50 134:019 > awd
00:59:50 134:020 > awda
01:00:14 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------

01:00:29 000:000 > g
01:00:29 000:001 > gj
01:00:29 000:002 > gjr
01:00:30 000:003 > gjro
01:00:30 000:004 > gjrod
01:00:30 000:005 > gjrode
01:00:36 000:002 > gjrodeo
01:00:36 000:003 > gjrodeor
01:00:36 000:004 > gjrodeord
01:00:37 000:005 > gjrodeorde
01:00:37 000:007 > gjrodeorde k
01:00:38 000:008 > gjrodeorde kl
01:00:38 000:009 > gjrodeorde kla
01:00:38 000:010 > gjrodeorde klar
01:00:40 000:011 > gjrodeorde klar t
01:00:47 000:013 > gjrodeorde klar t h
01:00:48 000:014 > gjrodeorde klar t hv
01:00:48 000:014 > gjrodeorde klar t hvu
01:00:49 000:015 > gjrodeorde klar t hvuv
01:00:49 000:016 > gjrodeorde klar t hvuvu
01:00:49 000:017 > gjrodeorde klar t hvuvud
01:00:50 000:019 > gjrodeorde klar t hvuvud u
01:00:50 000:020 > gjrodeorde klar t hvuvud ut
01:00:51 000:021 > gjrodeorde klar t hvuvud uts
01:00:51 000:022 > gjrodeorde klar t hvuvud utse
01:00:51 000:023 > gjrodeorde klar t hvuvud utsee
01:00:51 000:024 > gjrodeorde klar t hvuvud utseed
01:00:52 000:024 > gjrodeorde klar t hvuvud utseedn
01:00:52 000:025 > gjrodeorde klar t hvuvud utseednd
01:00:53 000:026 > gjrodeorde klar t hvuvud utseednde
01:00:53 000:027 > gjrodeorde klar t hvuvud utseednded
01:00:54 000:027 > gjrodeorde klar t hvuvud utseedndedt
01:00:54 000:029 > gjrodeorde klar t hvuvud utseedndedt f
01:00:54 000:030 > gjrodeorde klar t hvuvud utseedndedt fö
01:00:55 000:031 > gjrodeorde klar t hvuvud utseedndedt för
01:00:57 000:033 > gjrodeorde klar t hvuvud utseedndedt för f
01:01:02 000:013 > gjrodeorde klar t hvuvud utseedndedt för f u
01:01:10 000:007 > gjrodeorde klar t hvuvud utseedndedt för f uk
01:01:10 000:008 > gjrodeorde klar t hvuvud utseedndedt för f ukl
01:01:11 000:009 > gjrodeorde klar t hvuvud utseedndedt för f ukla
01:01:11 000:010 > gjrodeorde klar t hvuvud utseedndedt för f uklar
01:01:11 000:011 > gjrodeorde klar t hvuvud utseedndedt för f uklart
01:01:12 000:013 > gjrodeorde klar t hvuvud utseedndedt för f uklart e
01:01:12 000:014 > gjrodeorde klar t hvuvud utseedndedt för f uklart en
01:01:13 000:016 > gjrodeorde klar t hvuvud utseedndedt för f uklart en o
01:01:17 000:016 > gjrodeorde klar t hvuvud utseedndedt för f uklart en of
01:01:17 000:017 > gjrodeorde klar t hvuvud utseedndedt för f uklart en ofö
01:01:17 000:018 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oför
01:01:17 000:019 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförs
01:01:18 000:020 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförst
01:01:18 000:021 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta
01:01:22 000:023 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta p
01:01:22 000:024 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta pr
01:01:23 000:025 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta pro
01:01:23 000:026 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prot
01:01:24 000:027 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta proto
01:01:25 000:028 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta protot
01:01:25 000:029 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototy
01:01:25 000:030 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp
01:01:26 000:032 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp a
01:01:26 000:033 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av
01:01:26 000:035 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av f
01:01:27 000:035 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fk
01:01:27 000:036 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fko
01:01:28 000:037 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkon
01:01:28 000:038 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkont
01:01:28 000:039 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkonta
01:01:29 000:040 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontak
01:01:30 000:041 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt
01:01:32 000:043 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt f
01:01:33 000:044 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt fo
01:01:33 000:045 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt for
01:01:33 000:046 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt form
01:01:33 000:047 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt formu
01:01:34 000:048 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt formul
01:01:34 000:049 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt formulä
01:01:34 000:050 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt formulär
01:01:35 000:051 > gjrodeorde klar t hvuvud utseedndedt för f uklart en oförsta prototyp av fkontakt formulär.
01:01:39 009:000 > <meta name="description" content="Box Delivery, Ditt val att leverera paket för både kvalitet och tillänglighet.">
</head>

<body>
    <div class="kontainer">
        <header><a href="hem.html">Box Delivery &TRADE;</a></header>
        <nav>
            <div class="ikon">
                <img src="./bilder/679821.png" alt="ikon">
            </div>
            <div class="alternativ">
                <a href="hem.html">Hem</a>
                <a href="leveransplaner.html">Leveransplaner</a>
                <a class="aktiv-sida" href="kontakta-oss.html">Kontakta oss</a>
                <a href="om-oss.html">Om oss</a>
            </div>
        </nav>
        <main>
            <div class="kontakta-oss-kontainer">
                <h1>Fyll i formuläret nedan</h1>
                <form class="kontakta-oss-formulär" action="/action_page.php">
                    <label for="fname">Förnamn:</label>
                    <input type="text" id="fname" name="fname"><br><br>
                    <label for="lname">Efternamn:</label>
                    <input type="text" id="lname" name="lname"><br><br>
                    <label for="email">Email:</label>
                    <input type="email" id="email" name="email"><br><br>
                    <label for="kommentar">Kommentar:</label>
                    <textarea type="text" id="kommentar" name="kommentar"></textarea>
                    <input type="submit" value="Skicka">
                </form>
            </div>
01:01:39 047:000 > display: flex;
    flex-direction: column;

}

.kontainer header {
    font-size: Clamp(1.5rem, 5vw, 2.5rem);
}

.kontainer header a {
    text-decoration: none;
    color: var(--dark-green);
}

.kontainer nav {
    font-size: Clamp(0.8rem, 1.4vw, 1rem);
    display: flex;
    flex-direction: row;
    justify-content: space-between;
    position: sticky;
    background-color: var(--celadon-2);
    top: 0;
    z-index: 1;
    align-items: center;
    padding: 15px;
    border-bottom: solid 3px var(--dark-green);
}


.kontainer nav .ikon img {
    width: 59px;
}

.kontainer .alternativ {
    display: flex;
    flex-grow: 1;
    justify-content: center;
}

.kontainer nav .alternativ a {
    transition: all 100ms;
    text-decoration: none;
    margin: 0 10px;
    padding: 15px;
    color: var(--celadon-2);
    background-color: var(--dark-green);
    border-radius: 5px;
    border: 4px solid transparent;
}

.kontainer nav .alternativ a:hover {
    border-color: white;
}

.kontainer main .kontakta-oss-formulär {
    margin-top: 7%;
    width: 30%;
    display: grid;
    margin: 0 auto 0 auto;
    grid-template-columns: auto 1fr;
    gap: 10px;
    justify-content: center;
    align-items: center;
}


.kontainer main .kontakta-oss-formulär label {
    grid-column: 1;
}

.kontainer main .kontakta-oss-kontainer h1 {
    padding: 20px;
    margin: 20px 20px;
    display: inline-block;
    border: solid 3px;
}

.kontainer main .kontakta-oss-formulär input {
    grid-column: 2;
    height: 30px;
    width: 250px;
}

.kontainer main .kontakta-oss-formulär textarea {
    grid-column: 2;
    height: 250px;
    width: 250px;
    resize: none;
}

.kontainer main .kontakta-oss-formulär h1 {
    padding: 20px;
    margin: 0 auto 0 auto;
}



.kontainer main .innehåll {
    font-size: Clamp(1rem, 2.3vw, 1.5rem);
    position: relative;
}

.kontainer main .alternativ-kontainer {
    color: var(--dark-green);
    border-radius: 3px;
    position: absolute;
    top: 50%;
    left: 50%;
    transform: translate(-50%, -50%);
    padding: 3%;
    text-align: center;
    border: solid 5px var(--sea-green);
    background-color: rgba(149, 213, 178, 0.6);
}

.kontainer main .alternativ-kontainer a {
    transition: all 100ms;
    text-decoration: none;
    display: block;
    color: var(--dark-green);
    border: Clamp(3px, 0.3vw, 5px) solid var(--dark-green);
    padding: 2% 4%;
    width: fit-content;
    /* att elementen bara tar platsen de behöver.*/
    margin: 10px auto;
}

.kontainer main .alternativ-kontainer a:hover {
    border: 0.3vw solid white;
}

.kontainer main img {
    display: block;
    width: 100%;

}

.kontainer footer {
    width: 100%;
    position: fixed;
    bottom: 0;
    background-color: var(--celadon-2);
    border-top: solid 3px var(--dark-green);
}

.kontainer nav .alternativ .aktiv-sida {
    color: white
}

